temperature,rainfall,humidity
24.81,208.27,28.66
33.2,51.83,63.01
42.91,255.79,85.56
40.11,42.01,50.21
44.86,120.24,48.21
15.68,22.58,47.1
18.39,163.56,93.85
33.28,200.92,23.9
39.62,282.37,55.61
23.56,221.8,41.17
22.18,162.33,91.5
38.61,279.79,27.68
16.69,143.53,52.92
26.08,168.36,52.55
30.17,178.83,91.07
31.81,122.99,37.24
36.86,251.54,71.59
25.65,55.55,30.75
33.38,166.45,96.32
32.56,216.67,67.44
31.43,271.19,70.1
34.21,265.18,54.7
22.78,152.62,47.38
17.54,192.95,37.01
18.58,118.27,68.32
21.74,140.45,96.36
30.01,271.88,48.78
40.21,279.21,90.65
36.04,268.62,31.9
38.67,41.51,94.89
25.53,255.03,48.04
27.14,284.51,50.38
26.81,108.37,57.03
20.76,155.59,77.46
16.84,233.73,77.57
32.73,168.62,58.37
44.68,298.05,61.85
20.0,136.71,22.4
16.4,214.18,44.34
38.39,237.78,47.68
22.58,148.23,64.7
39.89,257.1,64.66
36.12,163.85,76.79
43.37,123.5,77.36
27.27,32.35,38.82
34.86,118.02,81.61
28.95,220.18,21.57
33.92,276.39,77.29
28.49,75.5,28.16
20.66,106.57,78.37
30.24,46.19,62.17
30.86,207.22,54.98
39.32,288.06,75.25
37.07,192.29,22.91
34.91,185.12,37.88
18.4,166.05,69.32
36.62,26.54,87.78
30.01,218.85,50.49
41.82,180.61,40.7
42.6,198.44,61.5
16.65,269.64,69.79
39.62,235.19,53.61
16.13,234.27,90.14
26.02,278.16,61.88
31.27,296.98,22.87
19.44,174.38,37.84
37.39,32.66,56.05
15.25,137.74,75.82
20.06,236.28,37.58
32.42,8.32,98.1
36.43,17.07,45.48
42.5,20.15,62.6
36.16,219.31,21.52
35.15,150.35,90.79
26.83,110.67,83.11
15.04,31.69,35.64
18.6,219.67,94.66
31.04,96.31,45.27
35.25,79.6,75.37
27.52,195.7,85.52
36.92,167.7,79.27
30.66,108.72,93.41
17.23,192.45,89.14
20.76,81.37,99.57
40.2,238.45,34.61
36.75,68.8,44.38
41.84,47.65,70.9
18.53,234.73,78.64
44.71,212.37,62.77
21.28,54.79,25.91
15.35,34.87,87.33
44.92,251.52,96.87
23.43,232.98,52.44
35.04,98.18,37.98
20.3,197.46,21.55
32.41,37.25,38.98
42.12,152.11,75.99
24.61,5.62,92.93
35.11,117.48,27.48
20.64,22.45,64.26
33.74,142.54,75.64
25.09,126.5,42.11
21.34,133.32,65.59
24.4,13.6,77.22
20.37,108.48,87.02
42.06,226.95,56.2
26.92,110.67,79.83
22.36,214.55,44.14
28.45,110.84,37.04
24.62,126.97,34.99
37.33,169.17,48.71
44.14,285.2,22.87
28.14,32.66,42.64
40.83,9.87,72.18
31.98,182.39,71.83
19.72,284.73,25.88
35.72,296.92,42.99
30.4,145.25,65.56
34.52,140.42,45.48
41.69,193.49,53.44
28.21,166.69,77.02
42.04,190.23,20.74
37.52,262.2,42.11
29.66,223.89,31.39
33.1,149.06,30.21
24.77,138.56,96.72
44.51,191.88,50.12
35.02,136.71,62.17
16.32,137.33,78.71
24.8,4.89,23.8
33.7,52.22,39.28
16.69,146.55,86.57
15.72,246.8,88.96
28.5,83.62,49.84
24.98,156.79,49.99
28.15,103.49,80.55
22.88,31.44,43.61
19.94,287.49,29.37
35.67,256.4,40.6
30.44,23.55,50.99
21.0,215.94,24.18
24.59,104.27,58.29
32.75,298.45,79.2
17.17,90.72,61.1
19.42,71.62,25.75
17.2,170.37,55.21
39.37,250.54,76.71
37.57,57.76,24.65
37.6,212.82,24.79
36.49,18.42,49.65
35.08,275.68,35.6
29.31,24.32,94.78
34.27,274.27,66.51
16.15,147.24,42.99
33.64,134.43,76.38
38.34,291.99,49.99
30.01,297.12,30.57
25.73,195.05,38.98
23.32,38.14,71.42
34.28,151.85,24.15
35.78,158.75,41.82
41.13,154.33,36.66
25.27,170.85,36.09
38.09,5.62,74.62
31.84,213.37,86.07
41.49,213.72,77.27
30.83,34.64,71.66
30.53,171.07,93.32
32.34,170.51,24.67
37.48,204.74,33.4
43.94,25.62,53.15
17.21,187.95,49.8
16.6,84.23,53.44
43.13,152.1,36.52
30.9,232.0,31.96
33.45,211.69,60.74
29.47,35.67,94.24
17.81,177.36,51.36
38.04,290.73,23.47
37.42,47.03,76.49
24.35,255.87,43.29
24.19,210.76,39.61
40.14,232.2,45.94
17.17,84.59,77.91
41.43,86.37,85.51
22.7,271.81,67.04
32.79,107.95,45.8
43.08,18.9,44.84
35.34,180.18,29.94
27.43,37.45,94.66
35.69,238.98,71.05
25.32,192.52,22.16
23.32,262.42,72.99
44.9,235.45,55.77
37.52,33.63,97.8
34.34,114.32,85.53
25.66,232.37,33.71
16.47,125.2,77.61
15.93,291.71,58.85
31.63,220.72,34.96
37.86,4.65,75.9
31.12,264.0,63.79
40.22,30.24,22.43
16.0,42.16,71.73
26.0,220.35,70.8
22.11,259.49,31.53
28.42,160.9,47.92
17.17,86.71,66.87
43.62,105.39,31.1
21.7,102.87,88.22
42.67,98.0,22.2
27.78,72.87,28.23
44.57,182.66,29.29
31.62,270.12,62.25
42.92,92.12,69.61
15.16,56.01,52.3
37.45,251.57,43.09
42.09,222.53,84.75
19.19,279.25,25.46
17.88,49.66,42.42
27.74,43.28,23.13
43.01,162.43,21.11
31.27,184.33,48.27
30.82,144.05,35.59
19.23,179.69,41.47
15.02,54.11,85.68
39.3,143.88,33.04
17.63,197.43,82.42
34.02,129.81,74.0
42.44,203.83,46.12
21.26,135.36,63.72
34.96,100.08,55.55
17.36,91.08,30.27
33.11,123.27,92.57
19.92,6.93,65.57
37.08,200.56,90.42
24.04,253.53,85.91
28.9,106.39,26.38
32.98,13.81,36.58
20.14,296.03,31.62
37.25,79.11,86.46
24.08,37.99,89.0
34.87,110.93,62.24
19.75,221.57,28.33
35.64,88.17,30.85
18.85,172.41,85.08
27.76,124.67,94.34
22.42,35.33,35.96
37.45,99.09,20.89
22.86,217.46,46.48
41.45,183.6,22.44
41.75,35.93,86.24
20.89,49.0,59.32
33.42,192.22,71.35
17.63,244.02,52.92
26.75,104.84,47.64
36.4,178.59,37.78
34.78,51.19,81.64
33.74,93.41,75.64
23.48,6.08,48.86
26.34,230.48,45.69
18.09,120.3,20.1
36.57,244.84,25.08
30.12,212.51,69.86
36.26,248.62,61.17
22.47,85.7,54.78
24.73,55.53,86.2
25.03,291.57,60.31
15.77,215.2,50.76
25.23,250.21,32.9
39.1,3.94,85.66
41.92,106.34,66.1
30.55,222.85,27.4
28.67,23.39,71.91
15.92,170.2,54.01
41.38,128.72,84.91
15.39,5.28,93.51
43.34,70.79,68.04
29.68,85.44,78.53
25.26,33.56,24.53
42.73,189.46,64.82
15.73,72.72,80.43
32.44,83.29,59.74
31.47,269.47,67.48
21.58,140.14,91.92
27.87,117.64,35.85
34.57,217.16,27.86
36.81,272.88,75.25
15.02,7.51,85.83
43.11,134.47,88.04
19.94,183.23,71.33
22.01,95.57,86.66
22.9,231.72,76.05
16.13,291.44,26.99
18.69,283.03,80.96
44.59,79.79,34.35
24.46,67.9,38.93
18.46,287.25,51.57
18.21,137.59,45.17
36.58,62.49,45.73
40.64,212.1,33.54
22.71,85.33,43.51
15.63,80.17,21.57
21.69,263.77,57.83
16.7,48.74,81.49
18.1,19.32,88.98
27.95,80.76,85.63
21.9,182.08,53.32
30.48,36.93,78.43
22.6,141.48,43.03
43.22,188.2,24.44
42.18,254.62,74.08
32.0,68.96,71.9
25.63,245.2,84.13
26.43,70.47,69.29
27.36,203.03,32.55
36.83,129.2,88.25
28.55,34.4,70.18
40.7,214.28,84.61
43.32,65.33,81.93
25.08,52.99,43.83
31.82,107.5,25.96
17.85,195.99,34.12
21.01,70.2,27.43
27.4,55.1,39.47
21.19,2.99,56.76
41.3,141.49,92.54
19.75,128.59,89.76
28.67,70.16,77.49
33.17,16.1,21.93
35.76,128.78,47.31
26.49,236.46,74.59
41.07,214.58,30.32
32.05,258.24,84.09
28.19,2.87,93.17
17.02,289.93,48.33
28.94,102.42,76.47
39.62,297.12,31.86
33.44,75.79,75.27
39.96,141.46,21.72
29.82,106.18,32.06
18.55,106.73,76.79
15.41,252.68,76.95
24.1,223.93,71.29
35.94,297.65,58.19
38.71,184.05,73.99
23.87,138.98,81.9
29.87,27.02,97.32
27.63,298.97,91.09
27.32,165.46,83.56
21.94,210.14,75.58
19.09,122.02,65.93
20.9,164.31,29.65
16.66,282.77,33.24
20.94,49.93,85.62
15.28,87.71,84.27
33.82,45.62,69.16
24.49,237.66,55.11
44.19,18.61,22.08
20.81,24.49,46.17
25.37,89.55,53.65
25.74,154.26,58.87
15.25,121.88,94.35
40.18,13.44,28.7
15.96,287.25,61.51
43.21,285.86,49.43
41.76,83.81,99.21
31.07,219.46,88.95
31.31,173.57,55.1
34.61,71.24,99.98
26.61,78.65,61.13
34.42,147.35,33.37
16.34,125.77,64.47
16.62,87.37,38.1
28.72,242.25,70.91
31.49,144.44,95.0
41.63,196.45,82.9
18.14,56.78,41.85
39.68,160.05,43.75
21.3,95.39,25.54
26.82,157.92,42.87
24.5,234.25,27.41
27.0,230.67,59.96
19.51,106.27,76.67
30.11,208.28,80.09
39.05,282.39,24.76
28.25,187.7,47.2
29.72,44.52,43.05
40.46,203.91,28.34
36.18,31.47,49.0
29.71,261.63,43.95
22.73,155.0,70.76
41.55,115.54,90.66
32.31,17.1,56.39
21.63,114.24,79.73
23.07,270.96,31.68
39.09,6.29,91.6
16.32,142.39,32.21
44.76,279.35,35.37
18.91,118.45,28.52
38.88,128.45,44.77
26.84,173.57,64.19
29.77,138.88,99.04
41.42,50.58,83.47
27.39,5.57,50.43
31.12,182.94,66.07
16.48,276.24,69.86
15.07,31.91,85.82
22.34,63.29,78.92
35.42,111.07,65.54
18.64,242.62,73.53
18.41,80.78,79.67
27.33,264.62,30.65
34.44,16.49,36.04
36.36,282.29,75.09
20.35,168.22,88.03
17.39,197.63,52.74
43.21,110.31,98.39
22.82,234.6,37.29
40.6,49.97,53.34
40.9,14.67,50.28
38.18,118.66,94.42
20.07,256.11,42.83
39.65,226.48,57.66
38.08,155.15,34.98
32.9,171.64,61.7
25.12,38.97,88.59
22.88,252.2,44.32
18.66,236.09,84.86
30.29,196.94,92.9
32.56,139.86,25.84
25.78,289.34,80.51
29.26,263.71,40.43
25.91,193.33,34.03
34.23,111.54,68.09
42.04,185.41,76.45
19.92,172.63,51.58
26.44,118.27,23.13
19.23,92.0,92.7
33.75,122.1,78.46
36.87,172.17,41.73
42.96,128.44,59.75
23.37,79.07,22.22
43.51,228.29,47.14
16.9,159.44,61.8
33.09,20.3,61.38
16.71,110.49,36.65
41.81,265.47,82.14
30.89,226.57,43.91
35.08,96.97,66.43
39.95,281.45,41.72
19.51,22.98,54.01
16.16,288.37,36.6
41.37,73.71,70.64
24.45,2.73,54.05
18.87,130.14,21.29
29.05,107.69,22.25
32.95,161.73,57.69
15.93,239.03,34.66
23.25,252.73,66.8
15.98,120.37,52.66
27.61,128.95,72.35
41.85,44.45,96.19
44.48,14.26,62.3
34.11,192.36,82.99
19.85,19.33,80.24
42.18,220.15,93.74
30.49,161.73,37.12
19.61,59.57,86.19
42.65,161.86,92.44
37.72,54.9,51.42
36.95,131.62,45.11
36.28,239.87,96.16
21.01,138.58,70.21
21.33,44.61,50.45
35.65,217.15,83.35
21.59,56.03,44.36
28.16,221.56,34.11
38.46,143.81,63.52
38.52,136.12,65.3
28.6,255.43,86.06
38.77,212.58,56.56
40.16,9.87,85.17
34.64,88.85,44.91
21.85,261.28,66.03
23.22,5.5,36.68
24.45,163.58,50.84
18.5,218.35,88.6
23.19,186.56,37.28
21.29,228.16,84.82
28.66,217.71,42.63
42.25,207.61,22.76
18.13,246.46,28.79
36.61,193.71,79.67
35.62,120.73,40.97
17.87,141.57,72.33
42.68,215.02,75.94
32.05,262.89,47.61
25.91,81.67,57.99
37.7,102.62,52.3
22.72,279.22,95.79
35.81,173.55,45.6
16.19,53.69,34.67
40.18,199.11,49.25
28.45,297.23,73.56
34.1,247.04,75.79
21.64,223.72,93.92
35.31,62.41,90.54
38.17,262.84,43.07
29.2,157.74,56.41
33.53,266.79,79.78
28.69,98.95,93.32
41.82,18.62,46.97
29.94,142.79,55.56
40.25,80.95,91.96
39.04,214.57,48.68
27.32,287.13,58.44
21.9,207.29,92.36
27.18,266.08,84.18
39.79,135.91,39.47
21.83,231.49,45.98
30.73,252.91,48.24
39.18,213.26,93.02
25.6,152.33,99.91
34.27,187.76,81.92
22.37,210.15,58.75
18.28,75.93,20.81
38.83,242.87,75.8
17.97,285.1,51.15
23.14,139.57,70.64
40.65,210.32,68.54
25.39,221.11,58.47
44.19,198.67,95.55
44.39,164.13,21.85
23.05,264.49,76.97
16.23,134.68,52.79
36.15,18.33,77.1
28.53,253.37,74.02
18.02,202.19,20.82
36.23,254.78,42.83
15.94,41.56,35.13
41.11,9.23,33.36
19.16,280.31,78.28
18.82,44.32,39.16
20.27,242.9,57.98
43.81,246.96,39.76
35.8,212.61,66.42
39.04,39.38,77.65
26.93,200.22,46.49
25.09,266.73,68.24
22.03,127.66,85.99
29.42,124.06,27.54
31.55,132.86,76.85
33.95,24.68,45.85
22.71,267.61,29.81
43.46,260.75,63.65
20.09,299.37,38.1
43.97,175.55,85.71
15.45,225.36,23.43
29.43,60.8,27.89
25.0,200.26,61.68
28.47,194.92,67.12
32.12,270.36,78.39
28.07,249.24,40.74
27.45,281.54,87.34
36.98,260.65,96.25
35.58,260.61,59.92
40.0,19.12,80.84
22.5,253.79,61.99
33.29,182.24,25.56
32.56,114.13,46.09
26.09,16.95,27.0
29.58,203.3,99.11
24.41,98.46,38.32
19.26,140.33,70.87
21.41,204.52,42.75
18.17,273.53,72.26
35.49,247.63,36.83
34.82,135.18,82.82
43.52,116.33,28.86
36.89,71.93,91.61
16.56,111.73,87.23
41.53,33.31,74.3
40.88,291.33,25.39
28.3,172.18,36.69
32.58,38.34,88.75
44.28,105.84,29.76
30.97,164.11,32.47
42.16,159.87,63.52
17.49,10.65,41.93
20.73,285.25,37.77
28.22,82.61,66.07
32.54,4.86,49.81
39.49,22.93,31.24
44.65,174.06,62.79
26.67,41.34,50.96
16.42,12.52,78.76
39.04,113.89,28.22
33.13,186.83,69.65
20.96,33.55,54.92
29.84,94.0,52.48
37.27,125.33,38.58
38.11,47.84,22.43
29.99,151.82,87.82
24.16,25.56,46.11
44.21,13.96,74.49
34.9,155.95,95.81
27.25,74.37,65.2
23.41,28.61,51.77
36.93,127.17,41.46
22.27,274.54,94.72
20.15,217.26,74.57
30.9,244.68,73.22
23.7,261.57,54.09
33.87,291.79,87.6
18.54,228.97,77.09
34.65,182.52,42.65
23.5,109.63,67.97
15.01,54.49,54.42
18.81,206.0,20.53
43.01,298.48,84.61
41.02,140.21,29.83
22.01,217.1,60.8
38.35,148.53,46.9
33.26,129.58,47.37
44.13,123.09,58.19
26.21,151.39,99.76
35.44,110.07,52.67
16.91,224.63,34.59
26.89,262.28,69.09
43.91,264.87,38.9
31.17,68.31,28.44
23.64,268.77,24.01
18.61,102.47,21.83
36.11,92.79,54.49
34.35,218.03,54.14
26.22,91.41,34.84
43.53,15.89,82.72
15.67,112.09,30.34
24.11,216.44,93.23
42.63,98.09,67.01
24.63,188.87,22.21
22.57,198.04,97.04
31.03,220.12,44.64
39.71,269.14,56.0
18.09,129.77,42.74
43.29,49.93,78.27
38.85,95.68,58.85
20.44,129.65,30.59
36.36,214.17,28.34
26.55,3.94,78.03
27.07,94.74,38.97
38.5,233.95,31.02
43.88,201.26,59.95
18.8,219.52,84.22
27.62,243.54,42.3
29.43,234.97,42.11
26.29,204.65,86.71
25.9,131.9,31.83
16.57,295.08,69.34
35.57,170.72,96.4
28.09,60.83,87.3
20.84,87.84,24.95
39.48,208.07,45.59
39.08,277.42,31.39
29.59,53.62,95.94
23.95,24.7,98.88
34.14,264.46,38.8
23.64,274.58,73.58
22.08,82.91,87.33
36.92,113.19,38.69
16.21,198.06,35.01
17.84,98.98,20.9
15.2,263.15,52.96
19.59,32.27,91.95
17.07,11.39,92.24
44.87,62.55,30.22
23.66,85.83,36.35
19.48,33.88,52.64
22.23,19.71,82.45
43.08,226.68,68.95
30.6,49.28,61.11
25.94,274.18,67.35
41.2,110.4,27.7
26.85,201.18,58.21
25.05,67.62,99.37
21.22,72.1,27.08
26.33,172.41,61.54
24.5,168.19,43.65
35.32,230.62,63.19
23.69,227.34,65.91
32.32,201.21,66.2
16.98,134.74,88.18
20.74,267.19,51.18
27.22,186.77,61.31
43.11,297.06,20.87
26.32,245.81,83.16
34.92,13.29,40.76
22.65,96.18,85.32
18.81,171.56,41.25
16.76,216.44,20.86
24.16,165.1,32.39
19.73,235.84,98.85
20.22,84.8,45.58
37.82,55.17,28.71
15.48,16.18,29.5
31.73,171.99,44.83
26.38,206.58,23.01
30.2,97.84,60.92
31.88,184.08,37.1
24.4,15.65,61.54
23.85,29.79,31.26
37.0,210.53,54.39
41.14,110.42,67.83
20.78,201.4,24.96
17.93,249.52,51.9
41.93,255.79,44.2
25.5,51.65,39.23
31.54,145.89,68.36
25.79,220.18,67.08
18.77,232.19,70.46
32.68,235.4,32.71
30.75,68.45,42.86
21.09,57.76,36.77
28.56,177.0,63.24
38.91,222.33,56.89
32.71,95.74,46.42
17.91,31.41,82.88
31.44,215.02,27.52
36.08,89.91,97.99
38.78,49.91,29.32
33.87,44.32,81.85
19.58,94.47,49.46
36.31,177.8,89.22
35.32,107.52,25.93
15.73,6.2,49.98
27.35,29.07,46.84
24.99,87.15,99.45
35.08,197.91,98.84
21.48,29.55,35.18
32.73,168.2,70.4
42.4,35.97,62.84
38.93,63.48,32.35
42.64,51.66,33.42
44.36,20.17,99.14
15.32,201.4,56.22
33.68,139.02,30.06
27.39,249.32,37.18
40.8,29.67,41.47
22.55,43.42,60.87
44.43,91.94,46.84
33.41,229.76,56.4
38.81,91.73,33.32
17.57,122.53,46.14
20.5,90.48,25.63
37.75,24.07,91.18
15.66,281.83,35.9
39.51,164.56,80.55
15.42,236.35,47.96
34.71,197.51,57.95
25.95,154.28,43.3
33.34,26.9,75.72
35.88,192.82,87.56
25.27,46.61,42.9
18.24,124.31,39.38
17.09,188.73,74.52
32.67,234.67,35.61
30.62,205.51,71.19
37.27,201.46,27.55
30.29,44.71,69.61
27.67,103.84,61.07
26.94,12.87,29.11
15.79,215.84,71.93
25.07,285.78,55.72
44.28,79.23,37.37
41.21,26.31,48.27
24.88,142.67,59.37
32.63,257.01,27.32
40.42,165.59,96.61
28.24,14.03,73.24
15.54,292.28,28.2
17.24,248.59,85.83
30.31,39.48,45.8
44.08,276.54,67.74
35.8,135.21,42.17
17.13,111.57,78.67
20.68,138.32,77.84
38.14,250.37,64.16
40.24,197.84,39.27
33.53,17.77,40.3
34.33,287.28,50.63
15.85,44.34,31.6
39.86,223.67,47.01
38.65,190.84,74.75
22.77,56.26,86.47
36.26,51.22,46.61
21.45,261.1,38.69
16.21,125.91,86.61
21.03,196.37,91.26
20.36,151.22,52.8
25.13,218.21,22.15
27.55,143.77,75.6
30.26,86.21,82.72
29.3,109.02,21.44
23.12,257.72,67.6
15.88,140.41,67.07
33.15,64.03,50.3
26.87,280.38,79.98
23.96,238.98,54.25
41.01,16.7,74.14
37.4,299.68,61.37
40.73,208.48,39.88
29.85,48.08,68.52
18.93,71.15,78.95
35.89,207.73,97.91
21.18,233.93,50.41
28.24,71.71,25.16
16.95,77.09,99.04
39.76,92.14,69.9
18.78,179.41,95.72
42.09,51.54,28.31
40.93,31.27,47.36
28.94,203.66,30.71
37.33,233.73,86.84
33.58,150.28,90.43
39.09,109.15,60.1
27.95,129.61,34.93
38.57,116.52,30.17
28.87,288.0,67.05
43.23,230.43,60.51
29.59,62.43,75.58
28.88,115.26,44.42
38.55,163.2,52.19
39.65,183.9,21.71
31.63,140.46,68.81
20.39,243.04,53.85
29.03,230.28,93.58
44.04,151.55,71.34
37.59,256.33,51.9
39.33,225.33,41.09
15.98,233.57,92.42
29.04,286.92,21.3
34.4,79.94,46.15
39.9,80.29,95.48
16.48,266.69,72.32
40.57,231.67,62.62
31.45,277.96,36.28
20.92,18.94,86.67
24.52,188.33,36.34
23.46,43.39,39.86
30.93,151.17,35.35
16.55,46.72,32.65
19.76,38.42,96.26
39.38,3.65,68.16
18.98,189.07,71.03
22.0,107.71,96.35
28.6,31.56,38.45
30.51,96.85,20.47
37.91,50.68,67.91
28.42,282.51,60.63
38.7,96.0,58.21
33.55,100.19,24.95
18.39,251.96,56.35
19.69,194.33,43.0
28.11,213.05,41.97
26.91,190.8,37.79
37.31,283.86,46.6
32.42,62.1,48.25
26.64,296.71,44.7
20.12,249.29,98.3
21.81,176.69,94.62
32.27,198.71,65.96
27.7,194.65,98.48
30.45,17.52,99.3
20.12,65.4,48.48
34.89,288.44,55.62
40.58,160.31,96.72
22.74,113.51,68.69
29.75,228.61,37.03
44.27,157.36,75.15
25.0,3.95,36.46
32.85,220.87,47.15
17.71,219.67,38.2
33.18,49.54,39.6
17.69,287.0,20.37
43.78,67.17,90.46
36.47,137.32,43.68
38.64,34.42,26.91
36.12,180.98,26.96
32.69,112.64,64.48
28.5,105.95,99.43
40.75,248.09,31.6
43.71,2.87,27.97
29.97,239.38,55.06
42.95,171.43,65.07
32.5,295.83,43.55
31.15,176.83,44.2
28.63,16.61,53.96
21.28,15.19,45.13
15.11,264.95,93.23
22.25,252.36,23.36
30.29,103.77,38.77
26.4,185.41,84.68
28.45,146.88,86.72
44.42,290.15,28.92
25.51,284.99,97.9
28.57,295.15,75.47
19.01,259.93,41.81
16.44,272.87,56.48
38.26,65.18,43.77
32.12,249.3,32.0
37.82,212.66,43.29
19.5,288.84,66.41
32.15,171.38,86.08
22.61,25.55,49.08
21.84,179.22,47.83
15.35,205.97,57.44
18.91,66.1,71.56
24.28,118.23,80.13
18.51,179.55,46.14
44.58,112.23,66.91
24.26,112.48,51.15
18.91,39.93,77.31
20.97,282.22,33.17
32.63,225.15,40.55
16.92,0.37,54.08
40.87,229.68,91.15
43.84,221.94,65.87
22.4,2.92,97.23
28.5,110.88,28.26
15.66,182.02,56.81
34.22,135.83,53.53
27.42,233.4,68.02
23.1,127.64,84.96
21.21,46.16,87.32
34.62,292.92,73.62
27.49,72.61,71.32
20.39,215.31,95.92
35.67,42.95,50.69
31.95,98.7,86.62
40.76,132.61,93.72
18.52,57.67,59.32
38.57,134.99,78.33
35.21,47.15,50.16
18.45,167.7,32.71
35.84,199.11,66.92
28.25,18.73,35.72
43.35,261.34,56.61
19.25,55.54,89.83
34.29,67.61,26.88
26.46,198.4,22.43
43.7,140.63,68.52
24.9,149.82,46.48
43.87,38.45,53.44
42.04,241.72,52.46
23.11,185.12,26.93
39.11,40.61,20.29
44.87,112.2,91.87
22.58,243.12,37.42
28.1,170.51,54.09
30.61,32.59,97.75
23.85,111.83,86.14
15.46,72.81,28.63
21.6,155.24,60.68
23.46,253.01,78.41
28.31,130.88,75.87
20.13,130.0,80.87
41.2,271.61,56.6
36.15,172.86,34.07
17.56,169.86,57.19
34.5,78.57,71.83
34.61,182.32,68.69
43.69,172.77,25.64
15.09,119.06,25.2
22.44,297.21,97.22
42.83,264.57,32.14
42.96,224.88,43.56
36.62,161.2,81.41
37.97,138.62,52.77
17.74,55.47,34.52
30.42,91.72,57.38
21.95,232.19,65.52
20.44,136.12,56.22
39.31,264.68,93.52
19.05,44.37,42.78
29.06,152.5,72.91
43.16,194.09,28.98
20.57,155.05,51.38
44.34,266.77,79.28
44.83,296.87,37.99
31.67,34.75,67.18
20.1,38.99,32.27
24.48,39.1,28.22
27.73,204.35,61.86
24.28,111.8,74.0
23.42,219.99,29.07
44.17,121.64,93.42
19.6,188.28,38.06
37.0,230.96,29.6
15.01,164.46,36.22
32.89,161.85,33.57
42.48,26.47,27.25
23.64,123.23,83.83
20.57,163.73,59.64
34.55,138.59,51.08
36.38,270.23,96.05
35.64,271.96,49.68
24.58,246.58,33.36
22.57,112.59,41.92
43.68,215.19,39.12
42.7,118.59,59.9
28.72,69.78,43.32
40.39,102.87,61.28
28.57,21.29,73.54
27.73,99.53,82.18
19.7,138.22,76.81
27.79,286.64,36.45
31.12,94.02,29.27
15.68,270.74,63.4
28.32,68.66,35.91
38.44,57.29,26.79
35.4,155.7,62.17
34.05,201.75,46.14
42.29,13.3,80.49
15.54,66.32,45.14
31.71,136.71,98.3
38.62,99.3,80.68
31.24,213.79,24.62
24.72,153.35,60.71
19.09,48.11,65.01
41.63,268.34,75.62
29.12,87.87,59.82
41.34,219.34,58.68
32.58,233.97,49.44
35.23,288.95,41.72
39.13,149.55,95.7
34.77,184.75,45.41
26.94,100.46,25.07
30.41,203.45,33.38
39.09,139.02,88.58
26.21,131.3,66.93
26.64,256.64,82.3
17.87,15.05,84.7
42.44,264.59,85.86
17.73,255.62,64.05
34.45,151.91,34.17
27.4,147.06,31.86
27.17,108.54,65.92
35.39,298.25,49.32
17.01,33.35,64.64
32.81,177.06,59.88
38.16,204.5,68.18
39.85,280.3,22.57
20.12,234.06,22.63
41.92,193.15,77.73
34.68,35.04,35.45
41.46,112.12,72.18
29.56,41.65,63.73
31.26,264.36,98.54
42.57,224.89,86.83
42.0,227.26,53.05
28.44,195.68,69.31
23.23,152.11,29.38
26.8,44.99,50.91
26.63,98.91,78.71
23.61,41.07,69.81
23.06,217.47,58.76
40.83,48.07,34.12
17.1,210.63,84.25
35.33,207.68,41.85
20.18,137.79,85.64
25.34,40.57,68.93
16.85,94.44,49.82
23.1,96.03,23.25
38.05,210.12,38.59
41.55,34.12,91.13
21.65,248.72,85.44
28.91,228.3,65.99
29.11,55.89,57.31
41.21,215.75,71.77
37.88,200.55,57.3
30.39,224.44,71.54
35.12,56.68,44.59
40.42,47.28,87.08
15.29,70.95,76.15
27.09,109.76,46.4
42.22,238.1,86.45
37.21,221.38,58.99
31.29,277.64,33.97
30.89,17.59,26.22
25.43,3.47,75.97
30.62,209.74,89.21
34.66,83.79,84.6
27.55,100.22,72.45
36.42,164.04,31.31
40.84,30.72,27.52
19.64,192.81,47.6
28.55,97.54,88.39
27.24,189.81,96.94
35.62,250.2,39.31
22.5,51.33,80.97
34.21,279.26,65.91
41.32,159.21,22.54
27.54,276.88,63.43
42.33,62.32,84.48
44.79,181.37,42.09
18.18,121.17,91.79
21.99,232.27,38.9
43.51,181.77,26.12
43.75,148.35,32.8
17.93,273.9,86.96
15.45,113.14,53.38
19.83,65.99,83.76
44.88,182.43,62.5
20.4,187.21,58.44
30.08,131.73,84.55
40.45,145.98,53.88
15.61,287.87,84.16
33.13,219.81,28.05
23.31,33.18,70.9
40.87,63.64,76.21
23.5,292.67,91.93
35.6,217.94,37.95
35.23,274.51,68.34
21.64,91.16,54.66
16.04,222.56,50.62
27.28,214.2,28.54
23.68,88.41,30.74
39.27,165.24,86.96
39.01,188.22,79.98
28.71,144.34,50.59
33.2,248.15,86.28
33.13,249.86,26.46
39.81,255.18,69.98
27.75,241.03,89.45
23.26,146.43,87.11
22.95,114.43,49.82
31.09,249.41,79.62
28.47,147.06,54.2
28.2,73.91,87.21
17.73,152.2,62.46
36.56,42.55,81.19
21.41,207.49,26.29
20.91,100.78,67.2
27.38,78.2,64.02
21.83,286.95,68.8
32.52,233.06,75.65
26.14,236.12,93.45
28.47,187.12,82.85
31.12,251.75,37.57
21.11,227.75,86.07
19.67,179.63,29.77
41.41,288.34,69.78
28.01,57.48,90.62
27.36,283.01,28.09
16.07,120.43,87.98
29.94,158.52,83.89
31.63,36.82,60.3
31.77,162.03,44.71
36.21,183.36,52.44
20.32,299.31,97.49
22.57,292.56,36.14
39.32,289.92,66.37
43.42,104.52,26.66
19.08,297.38,37.43
